Date,Close,Volume
2025-06-12,18.329999923706055,255100
2025-06-13,18.139999389648438,234700
2025-06-16,18.3799991607666,387400
2025-06-17,18.229999542236328,183000
2025-06-18,18.219999313354492,124900
2025-06-20,18.06999969482422,121100
2025-06-23,18.309999465942383,174600
2025-06-24,18.68000030517578,329800
2025-06-25,18.56999969482422,270600
2025-06-26,18.780000686645508,210500
2025-06-27,18.799999237060547,224900
2025-06-30,19.09000015258789,280300
2025-07-01,18.799999237060547,221400
2025-07-02,18.959999084472656,173300
2025-07-03,19.139999389648438,117300
2025-07-07,19.0,734000
2025-07-08,19.020000457763672,448700
2025-07-09,19.200000762939453,319400
2025-07-10,19.139999389648438,289700
2025-07-11,18.979999542236328,277500
2025-07-14,19.139999389648438,201200
2025-07-15,19.040000915527344,244800
2025-07-16,19.170000076293945,149600
2025-07-17,19.530000686645508,309400
2025-07-18,19.549999237060547,165200
2025-07-21,19.32699966430664,263300
2025-07-22,19.32200050354004,183000
2025-07-23,19.440000534057617,157500
2025-07-24,19.540000915527344,144600
2025-07-25,19.600000381469727,129000
2025-07-28,19.68000030517578,751600
2025-07-29,19.389999389648438,262000
2025-07-30,19.559999465942383,245500
2025-07-31,19.649999618530273,248000
2025-08-01,19.40999984741211,324200
2025-08-04,19.959999084472656,206300
2025-08-05,19.780000686645508,165800
2025-08-06,20.110000610351562,265300
2025-08-07,20.18000030517578,220200
2025-08-08,19.979999542236328,209500
2025-08-11,20.0,370000
2025-08-12,20.229999542236328,146900
2025-08-13,20.049999237060547,202300
2025-08-14,19.889999389648438,166200
2025-08-15,19.940000534057617,86300
2025-08-18,20.0,83800
2025-08-19,19.40999984741211,300200
2025-08-20,19.329999923706055,245000
2025-08-21,19.34000015258789,125400
2025-08-22,19.850000381469727,247100
2025-08-25,19.81999969482422,183800
2025-08-26,20.0,157800
2025-08-27,19.860000610351562,140200
2025-08-28,20.100000381469727,92900
2025-08-29,19.920000076293945,103900
2025-09-02,19.760000228881836,161900
2025-09-03,19.729999542236328,94500
2025-09-04,19.924999237060547,116400
2025-09-05,19.93000030517578,162300
2025-09-08,20.170000076293945,255600
2025-09-09,20.405000686645508,191400
2025-09-10,20.719999313354492,540300
2025-09-11,20.790000915527344,200100
2025-09-12,20.739999771118164,115900
2025-09-15,20.979999542236328,233700
2025-09-16,20.90999984741211,262800
2025-09-17,20.889999389648438,205400
2025-09-18,21.219999313354492,163200
2025-09-19,21.3799991607666,147900
2025-09-22,21.389999389648438,180300
2025-09-23,21.200000762939453,187600
2025-09-24,20.969999313354492,183900
2025-09-25,20.719999313354492,237400
2025-09-26,20.829999923706055,213200
2025-09-29,21.149999618530273,265900
2025-09-30,21.1200008392334,167400
2025-10-01,21.040000915527344,259300
2025-10-02,21.15999984741211,155900
2025-10-03,21.09000015258789,146000
2025-10-06,21.059999465942383,242400
2025-10-07,21.110000610351562,263500
2025-10-08,21.440000534057617,146500
2025-10-09,21.540000915527344,291400
2025-10-10,20.700000762939453,288600
2025-10-13,21.059999465942383,121200
2025-10-14,20.920000076293945,183300
2025-10-15,21.020000457763672,115600
2025-10-16,20.809999465942383,109400
2025-10-17,20.719999313354492,135900
2025-10-20,20.920000076293945,129300
2025-10-21,20.959999084472656,85900
2025-10-22,20.700000762939453,149200
2025-10-23,21.15999984741211,140800
2025-10-24,21.3799991607666,148300
2025-10-27,21.709999084472656,158200
2025-10-28,21.6200008392334,113000
2025-10-29,21.579999923706055,127600
2025-10-30,20.989999771118164,100300
2025-10-31,21.309999465942383,144700
2025-11-03,21.360000610351562,276400
2025-11-04,20.790000915527344,180500
2025-11-05,20.899999618530273,70700
2025-11-06,20.3799991607666,207600
2025-11-07,20.469999313354492,191500
2025-11-10,20.950000762939453,97200
2025-11-11,20.850000381469727,362500
2025-11-12,20.760000228881836,104900
2025-11-13,20.1299991607666,169300
2025-11-14,20.1299991607666,128000
2025-11-17,19.739999771118164,267000
2025-11-18,19.579999923706055,147800
2025-11-19,19.56999969482422,205800
2025-11-20,18.959999084472656,216500
2025-11-21,19.0,185500
2025-11-24,19.399999618530273,102200
2025-11-25,19.530000686645508,134700
2025-11-26,19.6200008392334,86200
2025-11-28,19.780000686645508,80100
2025-12-01,19.67099952697754,141800
2025-12-02,19.770000457763672,99100
2025-12-03,19.959999084472656,79600
2025-12-04,20.31999969482422,133700
2025-12-05,20.469999313354492,805900
2025-12-08,20.510000228881836,809700
2025-12-09,20.459999084472656,424600
2025-12-10,20.43000030517578,818700
2025-12-11,20.299999237060547,1294400
2025-12-12,19.950000762939453,464500
2025-12-15,19.8700008392334,3030100
2025-12-16,19.940000534057617,2715300
2025-12-17,19.6200008392334,4263800
2025-12-18,19.920000076293945,3309200
2025-12-19,20.290000915527344,2069600
2025-12-22,20.5,3460200
2025-12-23,20.479999542236328,596500
2025-12-24,20.510000228881836,1202900
2025-12-26,20.440000534057617,536800
2025-12-29,20.309999465942383,379600
2025-12-30,20.290000915527344,413000
2025-12-31,20.139999389648438,2728000
2026-01-02,19.969999313354492,2639500
2026-01-05,20.25,471200
2026-01-06,20.520000457763672,501700
2026-01-07,20.6299991607666,456500
2026-01-08,20.229999542236328,481000
2026-01-09,20.1200008392334,484400
2026-01-12,20.209999084472656,539200
2026-01-13,20.239999771118164,406800
2026-01-14,20.010000228881836,558100
2026-01-15,19.81999969482422,422600
2026-01-16,19.735000610351562,350100
2026-01-20,19.290000915527344,551700
2026-01-21,19.360000610351562,536300
2026-01-22,19.639999389648438,455800
2026-01-23,19.600000381469727,428600
2026-01-26,19.56999969482422,462600
2026-01-27,19.5,806300
2026-01-28,19.260000228881836,952400
2026-01-29,19.010000228881836,1636500
2026-01-30,18.600000381469727,420000
2026-02-02,18.399999618530273,956400
2026-02-03,18.110000610351562,799300
2026-02-04,17.489999771118164,627500
2026-02-05,16.959999084472656,823200
2026-02-06,17.489999771118164,417700
2026-02-09,17.989999771118164,819100
2026-02-10,18.049999237060547,2766500
2026-02-11,17.6299991607666,324700
2026-02-12,17.040000915527344,1057200
2026-02-13,17.309999465942383,535300
2026-02-17,17.260000228881836,1129600
2026-02-18,17.549999237060547,407200
2026-02-19,17.520000457763672,195000
