Date,삼성전자,SK하이닉스,파두
2025-07-01,82.12824010914052,190.8422459893048,67.33990147783251
2025-07-02,82.94679399727148,186.49732620320856,67.83251231527093
2025-07-03,87.03956343792633,186.16310160427807,68.12807881773399
2025-07-04,86.3574351978172,180.81550802139037,67.58620689655173
2025-07-07,84.17462482946793,181.14973262032086,66.94581280788178
2025-07-08,83.76534788540245,188.50267379679144,65.91133004926108
2025-07-09,82.40109140518418,187.8342245989305,62.80788177339901
2025-07-10,83.21964529331515,198.52941176470588,62.06896551724138
2025-07-11,85.40245566166439,196.85828877005346,62.06896551724138
2025-07-14,85.26603001364256,200.53475935828877,59.11330049261084
2025-07-15,86.9031377899045,199.53208556149733,59.55665024630542
2025-07-16,88.26739427012278,197.8609625668449,59.40886699507389
2025-07-17,90.99590723055935,180.14705882352942,60.09852216748769
2025-07-18,91.54160982264665,179.81283422459893,60.0
2025-07-21,92.49658935879945,182.1524064171123,60.591133004926114
2025-07-22,90.04092769440655,179.47860962566844,60.689655172413794
2025-07-23,90.58663028649386,179.81283422459893,60.88669950738917
2025-07-24,90.04092769440655,180.14705882352942,62.118226600985224
2025-07-25,89.90450204638472,177.80748663101605,60.0
2025-07-28,96.043656207367,175.13368983957218,59.35960591133005
2025-07-29,96.31650750341065,175.46791443850267,59.01477832512315
2025-07-30,99.0450204638472,176.13636363636365,58.76847290640394
2025-07-31,97.40791268758527,182.82085561497325,59.45812807881773
2025-08-01,93.99727148703957,172.45989304812835,56.945812807881765
2025-08-04,95.08867667121419,172.45989304812835,58.47290640394088
2025-08-05,95.36152796725784,176.13636363636365,58.620689655172406
2025-08-06,93.86084583901774,172.79411764705884,58.620689655172406
2025-08-07,96.1800818553888,175.13368983957218,59.26108374384237
2025-08-08,97.95361527967258,171.4572192513369,57.78325123152709
2025-08-11,96.86221009549796,178.475935828877,56.40394088669951
2025-08-12,96.99863574351978,179.81283422459893,55.320197044334975
2025-08-13,98.09004092769442,185.8288770053476,60.295566502463046
2025-08-14,97.68076398362892,184.82620320855614,60.295566502463046
2025-08-18,95.49795361527967,178.8101604278075,61.42857142857143
2025-08-19,95.49795361527967,175.80213903743316,58.76847290640394
2025-08-20,96.1800818553888,170.78877005347596,56.256157635467986
2025-08-21,96.31650750341065,163.77005347593584,55.812807881773395
2025-08-22,97.40791268758527,167.7807486631016,57.29064039408867
2025-08-25,97.5443383356071,173.4625668449198,60.54187192118226
2025-08-26,95.90723055934515,174.79946524064172,63.891625615763544
2025-08-27,96.31650750341065,173.79679144385028,68.27586206896552
2025-08-28,94.95225102319236,179.47860962566844,68.96551724137932
2025-08-29,95.08867667121419,179.81283422459893,69.80295566502464
2025-09-01,92.2237380627558,171.12299465240642,68.32512315270935
2025-09-02,94.27012278308322,174.13101604278074,68.42364532019704
2025-09-03,95.22510231923602,175.46791443850267,75.91133004926108
2025-09-04,95.63437926330151,177.47326203208556,75.51724137931033
2025-09-05,94.81582537517053,182.82085561497325,80.29556650246306
2025-09-08,95.63437926330151,185.16042780748663,83.5960591133005
2025-09-09,97.5443383356071,192.5133689839572,83.20197044334975
2025-09-10,99.0450204638472,203.20855614973263,82.70935960591133
2025-09-11,100.13642564802183,205.2139037433155,83.99014778325123
2025-09-12,102.8649386084584,219.5855614973262,84.43349753694581
2025-09-15,104.3656207366985,221.2566844919786,88.66995073891626
