Date,Close,Volume,TradingValueUSD
2025-09-15,20.979999542236328,233700,4903025.89302063
2025-09-16,20.90999984741211,262800,5495147.959899902
2025-09-17,20.889999389648438,205400,4290805.874633789
2025-09-18,21.219999313354492,163200,3463103.887939453
2025-09-19,21.3799991607666,147900,3162101.8758773804
2025-09-22,21.389999389648438,180300,3856616.8899536133
2025-09-23,21.200000762939453,187600,3977120.1431274414
2025-09-24,20.969999313354492,183900,3856382.873725891
2025-09-25,20.719999313354492,237400,4918927.836990356
2025-09-26,20.829999923706055,213200,4440955.983734131
2025-09-29,21.149999618530273,265900,5623784.8985672
2025-09-30,21.1200008392334,167400,3535488.140487671
2025-10-01,21.040000915527344,259300,5455672.23739624
2025-10-02,21.15999984741211,155900,3298843.976211548
2025-10-03,21.09000015258789,146000,3079140.022277832
2025-10-06,21.059999465942383,242400,5104943.870544434
2025-10-07,21.110000610351562,263500,5562485.160827637
2025-10-08,21.440000534057617,146500,3140960.078239441
2025-10-09,21.540000915527344,291400,6276756.266784668
2025-10-10,20.700000762939453,288600,5974020.220184326
2025-10-13,21.059999465942383,121200,2552471.935272217
2025-10-14,20.920000076293945,183300,3834636.01398468
2025-10-15,21.020000457763672,115600,2429912.0529174805
2025-10-16,20.809999465942383,109400,2276613.9415740967
2025-10-17,20.719999313354492,135900,2815847.9066848755
2025-10-20,20.920000076293945,129300,2704956.009864807
2025-10-21,20.959999084472656,85900,1800463.9213562012
2025-10-22,20.700000762939453,149200,3088440.1138305664
2025-10-23,21.15999984741211,140800,2979327.978515625
2025-10-24,21.3799991607666,148300,3170653.875541687
2025-10-27,21.709999084472656,158200,3434521.855163574
2025-10-28,21.6200008392334,113000,2443060.094833374
2025-10-29,21.579999923706055,127600,2753607.9902648926
2025-10-30,20.989999771118164,100300,2105296.977043152
2025-10-31,21.309999465942383,144700,3083556.922721863
2025-11-03,21.360000610351562,276400,5903904.168701172
2025-11-04,20.790000915527344,180500,3752595.1652526855
2025-11-05,20.899999618530273,70700,1477629.9730300903
2025-11-06,20.3799991607666,207600,4230887.8257751465
2025-11-07,20.469999313354492,191500,3920004.8685073853
2025-11-10,20.950000762939453,97200,2036340.0741577148
2025-11-11,20.850000381469727,362500,7558125.138282776
2025-11-12,20.760000228881836,104900,2177724.0240097046
2025-11-13,20.1299991607666,169300,3408008.8579177856
2025-11-14,20.1299991607666,128000,2576639.892578125
2025-11-17,19.739999771118164,267000,5270579.93888855
2025-11-18,19.579999923706055,147800,2893923.988723755
2025-11-19,19.56999969482422,205800,4027505.937194824
2025-11-20,18.959999084472656,216500,4104839.80178833
2025-11-21,19.0,185500,3524500.0
2025-11-24,19.399999618530273,102200,1982679.961013794
2025-11-25,19.530000686645508,134700,2630691.09249115
2025-11-26,19.6200008392334,86200,1691244.072341919
2025-11-28,19.780000686645508,80100,1584378.0550003052
2025-12-01,19.67099952697754,141800,2789347.732925415
2025-12-02,19.770000457763672,99100,1959207.0453643799
2025-12-03,19.959999084472656,79600,1588815.9271240234
2025-12-04,20.31999969482422,133700,2716783.959197998
2025-12-05,20.469999313354492,805900,16496772.446632385
2025-12-08,20.510000228881836,809700,16606947.185325623
2025-12-09,20.459999084472656,424600,8687315.61126709
2025-12-10,20.43000030517578,818700,16726041.249847412
2025-12-11,20.299999237060547,1294400,26276319.012451172
2025-12-12,19.950000762939453,464500,9266775.354385376
2025-12-15,19.8700008392334,3030100,60208089.54296112
2025-12-16,19.940000534057617,2715300,54143083.45012665
2025-12-17,19.6200008392334,4263800,83655759.57832336
2025-12-18,19.920000076293945,3309200,65919264.252471924
2025-12-19,20.290000915527344,2069600,41992185.89477539
2025-12-22,20.5,3460200,70934100.0
2025-12-23,20.479999542236328,596500,12216319.72694397
2025-12-24,20.510000228881836,1202900,24671479.27532196
2025-12-26,20.440000534057617,536800,10972192.286682129
2025-12-29,20.309999465942383,379600,7709675.7972717285
2025-12-30,20.290000915527344,413000,8379770.378112793
2025-12-31,20.139999389648438,2728000,54941918.33496094
2026-01-02,19.969999313354492,2639500,52710813.18759918
2026-01-05,20.25,471200,9541800.0
2026-01-06,20.520000457763672,501700,10294884.229660034
2026-01-07,20.6299991607666,456500,9417594.616889954
2026-01-08,20.229999542236328,481000,9730629.779815674
2026-01-09,20.1200008392334,484400,9746128.406524658
2026-01-12,20.209999084472656,539200,10897231.506347656
2026-01-13,20.239999771118164,406800,8233631.906890869
2026-01-14,20.010000228881836,558100,11167581.127738953
2026-01-15,19.81999969482422,422600,8375931.871032715
2026-01-16,19.735000610351562,350100,6909223.713684082
2026-01-20,19.290000915527344,551700,10642293.505096436
2026-01-21,19.360000610351562,536300,10382768.327331543
2026-01-22,19.639999389648438,455800,8951911.721801758
2026-01-23,19.600000381469727,428600,8400560.163497925
2026-01-26,19.56999969482422,462600,9053081.858825684
2026-01-27,19.5,806300,15722850.0
2026-01-28,19.260000228881836,952400,18343224.21798706
2026-01-29,19.010000228881836,1636500,31109865.374565125
2026-01-30,18.600000381469727,420000,7812000.160217285
2026-02-02,18.399999618530273,956400,17597759.635162354
2026-02-03,18.110000610351562,799300,14475323.487854004
2026-02-04,17.489999771118164,627500,10974974.856376648
2026-02-05,16.959999084472656,823200,13961471.24633789
2026-02-06,17.489999771118164,417700,7305572.904396057
2026-02-09,17.989999771118164,819100,14735608.812522888
2026-02-10,18.049999237060547,2766500,49935322.889328
2026-02-11,17.6299991607666,324700,5724460.7275009155
2026-02-12,17.040000915527344,1057200,18014688.967895508
2026-02-13,17.309999465942383,535300,9266042.714118958
2026-02-17,17.260000228881836,1129600,19496896.258544922
2026-02-18,17.549999237060547,407200,7146359.689331055
2026-02-19,17.520000457763672,195000,3416400.089263916
